info1,info2,info_draft,info_team,name,sc_price
"
Age: 25yr 9mth    Games: 65     Born: May 12, 1993    
","
Height: 202cm    
Weight: 105kg    
Position:
            Ruck
      ","
Last Drafted: Round 1, Pick #8 ",,Billy Longer,"
Supercoach Price: $260,900
  "
"
Age: 23yr 1mth    Games: 5     Born: February 3, 1996    
","
Height: 185cm    
Weight: 81kg    
Position:
            Midfield
      ","
Last Drafted: Round 3, Pick #47 ",,Jake Long,"
Supercoach Price: $217,900
  "
"
Age: 21yr 6mth    Games: 14     Born: August 21, 1997    
","
Height: 182cm    
Weight: 74kg    
Position:
            Forward
      ","
Last Drafted: Round 2, Pick #25 ",,Ben Long,"
Supercoach Price: $292,600
  "
"
Age: 20yr 10mth    Games: 13     Born: April 13, 1998    
","
Height: 193cm    
Weight: 95kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #8 ",,Griffin Logue,"
Supercoach Price: $164,300
  "
"
Age: 30yr     Games: 98     Born: February 12, 1989    
","
Height: 200cm    
Weight: 96kg    
Position:
            Ruck
      ","
Last Drafted: Round 1, Pick #16 ",,Matthew Lobbe,"
Supercoach Price: $362,400
  "
"
Age: 26yr     Games: 74     Born: February 9, 1993    
","
Height: 207cm    
Weight: 106kg    
Position:
            Forward,
                Ruck
      ","
Last Drafted: Round 2, Pick #29 ",,Rory Lobb,"
Supercoach Price: $411,600
  "
"
Age: 29yr     Games: 57     Born: March 3, 1990    
","
Height: 180cm    
Weight: 81kg    
Position:
            Midfield
      ","
Last Drafted: Round 4, Pick #66 ",,Sam Lloyd,"
Supercoach Price: $386,000
  "
"
Age: 27yr     Games: 21     Born: February 18, 1992    
","
Height: 187cm    
Weight: 86kg    
Position:
            Forward
      ","
Last Drafted: Round 2, Pick #26 ",,Daniel Lloyd,"
Supercoach Price: $344,700
  "
"
Age: 25yr 5mth    Games: 115     Born: September 20, 1993    
","
Height: 180cm    
Weight: 79kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #16 ",,Jake Lloyd,"
Supercoach Price: $608,200
  "
"
Age: 20yr 7mth    Games: 18     Born: July 17, 1998    
","
Height: 187cm    
Weight: 84kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 2, Pick #28 ",,Patrick Lipinski,"
Supercoach Price: $322,200
  "
"
Age: 19yr 10mth    Games: 0     Born: April 21, 1999    
","
Height: 183cm    
Weight: 76kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 1, Pick #14 ",,Matthew Ling,"
Supercoach Price: $123,900
  "
"
Age: 24yr 6mth    Games: 6     Born: August 5, 1994    
","
Height: 193cm    
Weight: 89kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #42 ",,Jarrod Lienert,"
Supercoach Price: $367,200
  "
"
Age: 26yr 9mth    Games: 117     Born: May 16, 1992    
","
Height: 183cm    
Weight: 83kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #41 ",,Thomas Liberatore,"
Supercoach Price: $300,400
  "
"
Age: 20yr 4mth    Games: 2     Born: October 14, 1998    
","
Height: 198cm    
Weight: 92kg    
Position:
            Forward
      ","
Last Drafted: Round 5, Pick #76 ",,Mitchell Lewis,"
Supercoach Price: $149,000
  "
"
Age: 32yr 10mth    Games: 307     Born: April 24, 1986    
","
Height: 186cm    
Weight: 86kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #7 ",,Jordan Lewis,"
Supercoach Price: $454,200
  "
"
Age: 22yr 11mth    Games: 67     Born: March 5, 1996    
","
Height: 195cm    
Weight: 92kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #14 ",,Jake Lever,"
Supercoach Price: $374,600
  "
"
Age: 23yr 10mth    Games: 28     Born: April 27, 1995    
","
Height: 198cm    
Weight: 100kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #20 ",,Jack Leslie,"
Supercoach Price: $250,300
  "
"
Age: 26yr 6mth    Games: 117     Born: August 26, 1992    
","
Height: 192cm    
Weight: 87kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #28 ",,Ryan Lester,"
Supercoach Price: $371,300
  "
"
Age: 24yr 4mth    Games: 79     Born: November 2, 1994    
","
Height: 184cm    
Weight: 83kg    
Position:
            Forward
      ","
Last Drafted: Round 2, Pick #27 ",,Sean Lemmens,"
Supercoach Price: $221,500
  "
"
Age: 20yr 9mth    Games: 0     Born: May 22, 1998    
","
Height: 175cm    
Weight: 70kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #5 ",,Kym LeBois,"
Supercoach Price: $123,900
  "
"
Age: 22yr 10mth    Games: 30     Born: April 12, 1996    
","
Height: 191cm    
Weight: 90kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #20 ",,Jayden Laverde,"
Supercoach Price: $302,200
  "
"
Age: 22yr 7mth    Games: 0     Born: July 8, 1996    
","
Height: 200cm    
Weight: 92kg    
Position:
            Forward
      ",,,Luke Lavender,"
Supercoach Price: $123,900
  "
"
Age: 20yr 8mth    Games: 2     Born: June 6, 1998    
","
Height: 198cm    
Weight: 93kg    
Position:
            Forward
      ","
Last Drafted: Round 5, Pick #73 ",,Nick Larkey,"
Supercoach Price: $123,900
  "
"
Age: 19yr 7mth    Games: 0     Born: July 29, 1999    
","
Height: 187cm    
Weight: 78kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 1, Pick #8 ",,Doulton Langlands,"
Supercoach Price: $123,900
  "
"
Age: 26yr 8mth    Games: 72     Born: July 3, 1992    
","
Height: 187cm    
Weight: 83kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 4, Pick #49 ",,William Langford,"
Supercoach Price: $236,000
  "
"
Age: 22yr 3mth    Games: 47     Born: December 1, 1996    
","
Height: 191cm    
Weight: 90kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 1, Pick #17 ",,Kyle Langford,"
Supercoach Price: $436,700
  "
"
Age: 23yr 3mth    Games: 21     Born: November 13, 1995    
","
Height: 177cm    
Weight: 80kg    
Position:
            Forward
      ","
Last Drafted: Round 4, Pick #56 ",,Zac Langdon,"
Supercoach Price: $303,100
  "
"
Age: 24yr 8mth    Games: 80     Born: June 9, 1994    
","
Height: 190cm    
Weight: 83kg    
Position:
            Defender
      ","
Last Drafted: Round 4, Pick #65 ",,Tom Langdon,"
Supercoach Price: $416,600
  "
"
Age: 23yr 1mth    Games: 46     Born: February 1, 1996    
","
Height: 182cm    
Weight: 78kg    
Position:
            Midfield
      ","
Last Drafted: Round 3, Pick #54 ",,Ed Langdon,"
Supercoach Price: $447,500
  "
"
Age: 23yr 3mth    Games: 55     Born: November 21, 1995    
","
Height: 183cm    
Weight: 82kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 1, Pick #16 ",,Darcy Lang,"
Supercoach Price: $327,700
  "
"
Age: 27yr 3mth    Games: 74     Born: November 26, 1991    
","
Height: 178cm    
Weight: 77kg    
Position:
            Forward
      ","
Last Drafted: Round 3, Pick #46 ",,Kane Lambert,"
Supercoach Price: $481,800
  "
"
Age: 25yr 2mth    Games: 121     Born: December 29, 1993    
","
Height: 177cm    
Weight: 81kg    
Position:
            Defender
      ","
Last Drafted: Round 6, Pick #86 ",,Rory Laird,"
Supercoach Price: $587,600
  "
"
Age: 21yr 1mth    Games: 0     Born: January 14, 1998    
","
Height: 203cm    
Weight: 94kg    
Position:
            Ruck
      ","
Last Drafted: Round 1, Pick #9 ",,Peter Ladhams,"
Supercoach Price: $123,900
  "
"
Age: 29yr 9mth    Games: 173     Born: May 13, 1989    
","
Height: 200cm    
Weight: 101kg    
Position:
            Ruck
      ","
Last Drafted: Priority Pick #1 ",,Matthew Kreuzer,"
Supercoach Price: $432,900
  "
"
Age: 19yr 8mth    Games: 0     Born: June 25, 1999    
","
Height: 196cm    
Weight: 86kg    
Position:
            Forward
      ",,,Nathan Kreuger,"
Supercoach Price: $123,900
  "
"
Age: 18yr 7mth    Games: 0     Born: July 11, 2000    
","
Height: 196cm    
Weight: 93kg    
Position:
            Defender,
                Forward
      ","
Last Drafted: Round 3, Pick #52 ",,Jacob Koschitzke,"
Supercoach Price: $117,300
  "
"
Age: 23yr 6mth    Games: 78     Born: August 9, 1995    
","
Height: 190cm    
Weight: 85kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #5 ",,Kade Kolodjashnij,"
Supercoach Price: $363,700
  "
"
Age: 23yr 6mth    Games: 70     Born: August 9, 1995    
","
Height: 193cm    
Weight: 94kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #41 ",,Jake Kolodjashnij,"
Supercoach Price: $320,000
  "
"
Age: 23yr 11mth    Games: 39     Born: March 27, 1995    
","
Height: 181cm    
Weight: 80kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 3, Pick #46 ",,Riley Knight,"
Supercoach Price: $348,800
  "
"
Age: 18yr 7mth    Games: 0     Born: July 7, 2000    
","
Height: 203cm    
Weight: 90kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #4 ",,Max King,"
Supercoach Price: $193,800
  "
"
Age: 18yr 7mth    Games: 0     Born: July 7, 2000    
","
Height: 202cm    
Weight: 87kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #6 ",,Ben King,"
Supercoach Price: $184,800
  "
"
Age: 18yr 11mth    Games: 0     Born: March 24, 2000    
","
Height: 189cm    
Weight: 82kg    
Position:
            Defender
      ",,,Buku Khamis,"
Supercoach Price: $102,400
  "
"
Age: 25yr 11mth    Games: 66     Born: March 15, 1993    
","
Height: 191cm    
Weight: 90kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #34 ",,Shane Kersten,"
Supercoach Price: $331,100
  "
"
Age: 20yr 7mth    Games: 4     Born: July 31, 1998    
","
Height: 197cm    
Weight: 97kg    
Position:
            Forward
      ","
Last Drafted: Round 4, Pick #65 ",,Pat Kerr,"
Supercoach Price: $230,800
  "
"
Age: 25yr     Games: 63     Born: February 24, 1994    
","
Height: 179cm    
Weight: 86kg    
Position:
            Forward
      ","
Last Drafted: Round 3, Pick #48 ",,Dean Kent,"
Supercoach Price: $278,800
  "
"
Age: 18yr 8mth    Games: 0     Born: June 16, 2000    
","
Height: 185cm    
Weight: 78kg    
Position:
            Midfield
      ","
Last Drafted: Round 3, Pick #50 ",,Jacob Kennerley,"
Supercoach Price: $117,300
  "
"
Age: 23yr 11mth    Games: 34     Born: March 21, 1995    
","
Height: 173cm    
Weight: 75kg    
Position:
            Midfield
      ","
Last Drafted: Round 3, Pick #40 ",,Jay Kennedy-Harris,"
Supercoach Price: $301,300
  "
"
Age: 21yr 10mth    Games: 31     Born: April 6, 1997    
","
Height: 188cm    
Weight: 89kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #13 ",,Matthew Kennedy,"
Supercoach Price: $350,600
  "
"
Age: 31yr 6mth    Games: 221     Born: August 25, 1987    
","
Height: 196cm    
Weight: 102kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #4 ",,Joshua Kennedy,"
Supercoach Price: $397,800
  "
"
Age: 26yr 7mth    Games: 92     Born: July 12, 1992    
","
Height: 182cm    
Weight: 80kg    
Position:
            Defender
      ",,,Adam Kennedy,"
Supercoach Price: $428,500
  "
"
Age: 30yr 8mth    Games: 227     Born: June 20, 1988    
","
Height: 190cm    
Weight: 95kg    
Position:
            Midfield
      ","
Last Drafted: Round 3, Pick #40 ",,Josh P. Kennedy,"
Supercoach Price: $525,600
  "
"
Age: 18yr 6mth    Games: 0     Born: August 16, 2000    
","
Height: 194cm    
Weight: 84kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #29 ",,Will Kelly,"
Supercoach Price: $117,300
  "
"
Age: 24yr 7mth    Games: 23     Born: July 26, 1994    
","
Height: 183cm    
Weight: 82kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 2, Pick #24 ",,Tim Kelly,"
Supercoach Price: $505,800
  "
"
Age: 24yr     Games: 100     Born: February 12, 1995    
","
Height: 184cm    
Weight: 82kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #2 ",,Joshua Kelly,"
Supercoach Price: $617,800
  "
"
Age: 24yr 1mth    Games: 53     Born: January 21, 1995    
","
Height: 190cm    
Weight: 89kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #40 ",,Jake Kelly,"
Supercoach Price: $364,900
  "
"
Age: 23yr 9mth    Games: 0     Born: May 8, 1995    
","
Height: 194cm    
Weight: 95kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #41 ",,Declan Keilty,"
Supercoach Price: $123,900
  "
"
Age: 28yr 10mth    Games: 48     Born: April 14, 1990    
","
Height: 204cm    
Weight: 102kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #7 ",,Lachlan Keeffe,"
Supercoach Price: $190,500
  "
"
Age: 22yr     Games: 28     Born: February 23, 1997    
","
Height: 185cm    
Weight: 82kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #24 ",,Ben Keays,"
Supercoach Price: $260,600
  "
"
Age: 27yr 1mth    Games: 12     Born: January 20, 1992    
","
Height: 197cm    
Weight: 93kg    
Position:
            Defender
      ","
Last Drafted: Round 4, Pick #58 ",,Alex Keath,"
Supercoach Price: $359,100
  "
"
Age: 18yr 11mth    Games: 0     Born: March 17, 2000    
","
Position:
            Defender,
                Forward
      ",,,Mark Keane,"
Supercoach Price: $102,400
  "
"
Age: 18yr 11mth    Games: 0     Born: March 7, 2000    
","
Height: 181cm    
Weight: 77kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #40 ",,Tom Joyce,"
Supercoach Price: $117,300
  "
"
Age: 21yr 6mth    Games: 47     Born: August 17, 1997    
","
Height: 191cm    
Weight: 85kg    
Position:
            Defender
      ","
Last Drafted: Round 6, Pick #67 ",,Jesse Joyce,"
Supercoach Price: $324,900
  "
"
Age: 21yr 10mth    Games: 2     Born: April 23, 1997    
","
Height: 194cm    
Weight: 90kg    
Position:
            Defender
      ",,,Darragh Joyce,"
Supercoach Price: $123,900
  "
"
Age: 18yr 2mth    Games: 0     Born: December 20, 2000    
","
Height: 187cm    
Weight: 80kg    
Position:
            Defender,
                Midfield
      ","
Last Drafted: Round 2, Pick #33 ",,James Jordan,"
Supercoach Price: $117,300
  "
"
Age: 25yr 8mth    Games: 61     Born: June 4, 1993    
","
Height: 188cm    
Weight: 87kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 1, Pick #9 ",,Lin Jong,"
Supercoach Price: $325,700
  "
"
Age: 23yr 11mth    Games: 73     Born: March 15, 1995    
","
Height: 181cm    
Weight: 78kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #15 ",,Zak Jones,"
Supercoach Price: $432,200
  "
"
Age: 23yr 9mth    Games: 5     Born: May 20, 1995    
","
Height: 203cm    
Weight: 115kg    
Position:
            Forward,
                Ruck
      ","
Last Drafted: Round 5, Pick #75 ",,Scott Jones,"
Supercoach Price: $279,500
  "
"
Age: 31yr 1mth    Games: 264     Born: January 20, 1988    
","
Height: 180cm    
Weight: 87kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #12 ",,Nathan Jones,"
Supercoach Price: $459,200
  "
"
Age: 28yr     Games: 112     Born: February 24, 1991    
","
Height: 198cm    
Weight: 98kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #32 ",,Liam Jones,"
Supercoach Price: $382,600
  "
"
Age: 20yr 5mth    Games: 7     Born: September 29, 1998    
","
Height: 180cm    
Weight: 81kg    
Position:
            Forward
      ","
Last Drafted: Round 3, Pick #48 ",,Jamaine Jones,"
Supercoach Price: $215,700
  "
"
Age: 19yr 11mth    Games: 0     Born: March 15, 1999    
","
Height: 185cm    
Weight: 80kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #7 ",,Harrison Jones,"
Supercoach Price: $123,900
  "
"
Age: 19yr 1mth    Games: 0     Born: January 14, 2000    
","
Height: 180cm    
Weight: 77kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #9 ",,Chayce Jones,"
Supercoach Price: $171,300
  "
"
Age: 28yr 1mth    Games: 121     Born: January 9, 1991    
","
Height: 189cm    
Weight: 94kg    
Position:
            Defender
      ","
Last Drafted: Round 5, Pick #85 ",,Thomas Jonas,"
Supercoach Price: $471,100
  "
"
Age: 22yr 2mth    Games: 0     Born: January 1, 1997    
","
Height: 193cm    
Weight: 80kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #8 ",,Tom Jok,"
Supercoach Price: $117,400
  "
"
Age: 21yr 4mth    Games: 10     Born: October 31, 1997    
","
Height: 185cm    
Weight: 81kg    
Position:
            Forward
      ","
Last Drafted: Round 3, Pick #45 ",,Aidyn Johnson,"
Supercoach Price: $208,100
  "
"
Age: 26yr 3mth    Games: 106     Born: November 8, 1992    
","
Height: 180cm    
Weight: 82kg    
Position:
            Defender
      ","
Last Drafted: Round 7, Pick #105 ",,Jason Johannisen,"
Supercoach Price: $465,600
  "
"
Age: 19yr 8mth    Games: 0     Born: June 13, 1999    
","
Height: 185cm    
Weight: 74kg    
Position:
            Defender
      ",,,Changkuoth Jiath,"
Supercoach Price: $123,900
  "
"
Age: 29yr     Games: 141     Born: February 12, 1990    
","
Height: 180cm    
Weight: 82kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #50 ",,Neville Jetta,"
Supercoach Price: $320,000
  "
"
Age: 29yr 9mth    Games: 174     Born: May 4, 1989    
","
Height: 182cm    
Weight: 80kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #14 ",,Lewis Jetta,"
Supercoach Price: $335,600
  "
"
Age: 30yr     Games: 136     Born: February 8, 1989    
","
Height: 200cm    
Weight: 108kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #12 ",,Josh Jenkins,"
Supercoach Price: $438,500
  "
"
Age: 18yr 7mth    Games: 0     Born: July 27, 2000    
","
Height: 188cm    
Weight: 80kg    
Position:
            Forward,
                Ruck
      ","
Last Drafted: Round 3, Pick #48 ",,Ben Jarvis,"
Supercoach Price: $117,300
  "
"
Age: 30yr 10mth    Games: 196     Born: April 10, 1988    
","
Height: 200cm    
Weight: 102kg    
Position:
            Ruck
      ","
Last Drafted: Round 5, Pick #72 ",,Sam Jacobs,"
Supercoach Price: $455,700
  "
"
Age: 27yr 1mth    Games: 90     Born: January 9, 1992    
","
Height: 185cm    
Weight: 85kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #37 ",,Ben Jacobs,"
Supercoach Price: $435,500
  "
"
Age: 31yr 8mth    Games: 248     Born: June 28, 1987    
","
Height: 178cm    
Weight: 81kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 5, Pick #57 ",,Kieren Jack,"
Supercoach Price: $310,600
  "
"
Age: 23yr 7mth    Games: 99     Born: July 9, 1995    
","
Height: 178cm    
Weight: 82kg    
Position:
            Defender,
                Forward
      ","
Last Drafted: Round 2, Pick #21 ",,Jarman Impey,"
Supercoach Price: $370,600
  "
"
Age: 18yr 7mth    Games: 0     Born: July 29, 2000    
","
Height: 190cm    
Weight: 92kg    
Position:
            Defender,
                Forward
      ","
Last Drafted: Round 4, Pick #61 ",,Connor Idun,"
Supercoach Price: $117,300
  "
"
Age: 27yr 9mth    Games: 95     Born: May 25, 1991    
","
Height: 182cm    
Weight: 83kg    
Position:
            Midfield
      ","
Last Drafted: Round 3, Pick #60 ",,Mark Hutchings,"
Supercoach Price: $360,500
  "
"
Age: 31yr 5mth    Games: 248     Born: September 4, 1987    
","
Height: 187cm    
Weight: 95kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #13 ",,Shannon Hurn,"
Supercoach Price: $523,400
  "
"
Age: 28yr 9mth    Games: 160     Born: June 1, 1990    
","
Height: 193cm    
Weight: 92kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #5 ",,Michael Hurley,"
Supercoach Price: $491,800
  "
"
Age: 26yr     Games: 0     Born: February 9, 1993    
","
Height: 200cm    
Weight: 104kg    
Position:
            Ruck
      ","
Last Drafted: Round 2, Pick #24 ",,Paul Hunter,"
Supercoach Price: $102,400
  "
"
Age: 24yr 2mth    Games: 105     Born: December 13, 1994    
","
Height: 183cm    
Weight: 82kg    
Position:
            Midfield
      ","
Last Drafted: Round 3, Pick #49 ",,Lachlan Hunter,"
Supercoach Price: $555,500
  "
"
Age: 23yr 11mth    Games: 47     Born: April 3, 1995    
","
Height: 187cm    
Weight: 83kg    
Position:
            Defender
      ","
Last Drafted: Round 4, Pick #57 ",,Jayden Hunt,"
Supercoach Price: $242,700
  "
"
Age: 24yr 2mth    Games: 29     Born: December 7, 1994    
","
Height: 187cm    
Weight: 88kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #5 ",,Ethan Hughes,"
Supercoach Price: $233,600
  "
"
Age: 24yr 8mth    Games: 64     Born: June 7, 1994    
","
Height: 175cm    
Weight: 78kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #21 ",,Nathan Hrovat,"
Supercoach Price: $266,400
  "
"
Age: 28yr 8mth    Games: 162     Born: June 29, 1990    
","
Height: 190cm    
Weight: 88kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #33 ",,Jeremy Howe,"
Supercoach Price: $497,200
  "
"
Age: 23yr 2mth    Games: 50     Born: December 4, 1995    
","
Height: 191cm    
Weight: 86kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #31 ",,Daniel Howe,"
Supercoach Price: $410,000
  "
"
Age: 22yr 11mth    Games: 30     Born: March 25, 1996    
","
Height: 199cm    
Weight: 95kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #56 ",,Dougal Howard,"
Supercoach Price: $389,500
  "
"
Age: 21yr 9mth    Games: 39     Born: May 12, 1997    
","
Height: 187cm    
Weight: 89kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #45 ",,Dan Houston,"
Supercoach Price: $420,500
  "
"
Age: 30yr 9mth    Games: 185     Born: May 12, 1988    
","
Height: 180cm    
Weight: 84kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #3 ",,Bachar Houli,"
Supercoach Price: $399,600
  "
"
Age: 20yr     Games: 0     Born: February 19, 1999    
","
Height: 185cm    
Weight: 76kg    
Position:
            Forward
      ","
Last Drafted: Round 3, Pick #49 ",,Jordan Houlahan,"
Supercoach Price: $123,900
  "
"
Age: 25yr 6mth    Games: 100     Born: September 2, 1993    
","
Height: 186cm    
Weight: 81kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #4 ",,Will Hoskin-Elliott,"
Supercoach Price: $380,200
  "
"
Age: 26yr 2mth    Games: 51     Born: December 22, 1992    
","
Height: 188cm    
Weight: 84kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #37 ",,George Horlin-Smith,"
Supercoach Price: $270,300
  "
"
Age: 22yr 11mth    Games: 0     Born: March 5, 1996    
","
Height: 189cm    
Weight: 84kg    
Position:
            Defender
      ","
Last Drafted: Round 4, Pick #56 ",,Marty Hore,"
Supercoach Price: $117,300
  "
"
Age: 22yr     Games: 44     Born: February 6, 1997    
","
Height: 187cm    
Weight: 87kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #7 ",,Jacob Hopper,"
Supercoach Price: $431,100
  "
"
Age: 30yr 4mth    Games: 175     Born: October 13, 1988    
","
Height: 197cm    
Weight: 101kg    
Position:
            Defender
      ","
Last Drafted: Round 4, Pick #54 ",,Cale Hooker,"
Supercoach Price: $421,500
  "
"
Age: 25yr 11mth    Games: 98     Born: March 7, 1993    
","
Height: 194cm    
Weight: 90kg    
Position:
            Defender
      ",,,Jack Hombsch,"
Supercoach Price: $275,700
  "
"
Age: 23yr 9mth    Games: 31     Born: May 29, 1995    
","
Height: 189cm    
Weight: 88kg    
Position:
            Forward
      ","
Last Drafted: Round 2, Pick #19 ",,Nicholas Holman,"
Supercoach Price: $364,700
  "
"
Age: 24yr     Games: 71     Born: February 12, 1995    
","
Height: 195cm    
Weight: 100kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #2 ",,Jesse Hogan,"
Supercoach Price: $498,300
  "
"
Age: 34yr 8mth    Games: 324     Born: June 15, 1984    
","
Height: 185cm    
Weight: 90kg    
Position:
            Defender
      ","
Last Drafted: Priority Pick #1 ",,Luke Hodge,"
Supercoach Price: $451,400
  "
"
Age: 21yr 5mth    Games: 52     Born: September 13, 1997    
","
Height: 203cm    
Weight: 90kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #14 ",,Eric Hipwood,"
Supercoach Price: $281,800
  "
"
Age: 20yr 8mth    Games: 0     Born: June 26, 1998    
","
Height: 189cm    
Weight: 85kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #20 ",,Mitchell Hinge,"
Supercoach Price: $123,900
  "
"
Age: 24yr 6mth    Games: 0     Born: August 19, 1994    
","
Height: 180cm    
Weight: 72kg    
Position:
            Midfield
      ","
Last Drafted: Round 3, Pick #54 ",,Nick Hind,"
Supercoach Price: $117,300
  "
"
Age: 22yr 9mth    Games: 40     Born: May 8, 1996    
","
Height: 194cm    
Weight: 92kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #16 ",,Harrison Himmelberg,"
Supercoach Price: $384,200
  "
"
Age: 20yr 8mth    Games: 1     Born: June 4, 1998    
","
Height: 198cm    
Weight: 94kg    
Position:
            Forward
      ","
Last Drafted: Round 3, Pick #51 ",,Elliott Himmelberg,"
Supercoach Price: $269,800
  "
"
Age: 28yr 10mth    Games: 203     Born: May 1, 1990    
","
Height: 183cm    
Weight: 81kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #3 ",,Stephen Hill,"
Supercoach Price: $389,200
  "
"
Age: 19yr     Games: 0     Born: February 9, 2000    
","
Height: 175cm    
Weight: 75kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 2, Pick #24 ",,Ian Hill,"
Supercoach Price: $117,300
  "
"
Age: 25yr 7mth    Games: 127     Born: July 9, 1993    
","
Height: 181cm    
Weight: 78kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #33 ",,Bradley Hill,"
Supercoach Price: $426,700
  "
"
Age: 30yr 11mth    Games: 203     Born: March 4, 1988    
","
Height: 184cm    
Weight: 89kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #11 ",,Shaun Higgins,"
Supercoach Price: $560,200
  "
"
Age: 19yr 11mth    Games: 20     Born: March 19, 1999    
","
Height: 177cm    
Weight: 76kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #17 ",,Jack Higgins,"
Supercoach Price: $392,700
  "
"
Age: 27yr 11mth    Games: 79     Born: March 6, 1991    
","
Height: 201cm    
Weight: 99kg    
Position:
            Ruck
      ",,,Tom Hickey,"
Supercoach Price: $485,600
  "
"
Age: 29yr 2mth    Games: 123     Born: January 3, 1990    
","
Height: 186cm    
Weight: 93kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #4 ",,Michael Hibberd,"
Supercoach Price: $398,700
  "
"
Age: 22yr     Games: 0     Born: February 26, 1997    
","
Height: 189cm    
Weight: 82kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #26 ",,Cameron Hewett,"
Supercoach Price: $102,400
  "
"
Age: 23yr 2mth    Games: 71     Born: December 29, 1995    
","
Height: 188cm    
Weight: 83kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #32 ",,George Hewett,"
Supercoach Price: $425,200
  "
"
Age: 19yr 2mth    Games: 8     Born: December 10, 1999    
","
Height: 180cm    
Weight: 76kg    
Position:
            Defender,
                Forward
      ",,,Jacob Heron,"
Supercoach Price: $238,200
  "
