info1,info2,info_draft,info_team,name,sc_price
"
Age: 22yr 3mth    Games: 2     Born: November 20, 1996    
","
Height: 178cm    
Weight: 70kg    
Position:
            Forward
      ","
Last Drafted: Round 5, Pick #73 ",,Sam Switkowski,"
Supercoach Price: $283,100
  "
"
Age: 21yr 1mth    Games: 0     Born: February 2, 1998    
","
Height: 203cm    
Weight: 106kg    
Position:
            Ruck
      ","
Last Drafted: Round 2, Pick #23 ",,Jordon Sweet,"
Supercoach Price: $102,400
  "
"
Age: 26yr 3mth    Games: 117     Born: November 19, 1992    
","
Height: 185cm    
Weight: 86kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #1 ",,David Swallow,"
Supercoach Price: $487,500
  "
"
Age: 30yr 7mth    Games: 152     Born: July 25, 1988    
","
Height: 187cm    
Weight: 85kg    
Position:
            Defender
      ","
Last Drafted: Round 5, Pick #70 ",,Matthew Suckling,"
Supercoach Price: $497,000
  "
"
Age: 18yr 9mth    Games: 0     Born: May 12, 2000    
","
Height: 189cm    
Weight: 75kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #17 ",,Sam Sturt,"
Supercoach Price: $135,300
  "
"
Age: 24yr 10mth    Games: 109     Born: April 25, 1994    
","
Height: 192cm    
Weight: 92kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #5 ",,Jake Stringer,"
Supercoach Price: $383,800
  "
"
Age: 22yr 5mth    Games: 38     Born: September 8, 1996    
","
Height: 180cm    
Weight: 77kg    
Position:
            Midfield
      ","
Last Drafted: Round 3, Pick #42 ",,Billy Stretch,"
Supercoach Price: $285,000
  "
"
Age: 30yr     Games: 169     Born: March 1, 1989    
","
Height: 189cm    
Weight: 88kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #46 ",,Benjamin Stratton,"
Supercoach Price: $320,300
  "
"
Age: 23yr 4mth    Games: 0     Born: October 5, 1995    
","
Height: 204cm    
Weight: 95kg    
Position:
            Forward,
                Ruck
      ","
Last Drafted: Round 1, Pick #7 ",,Kieran Strachan,"
Supercoach Price: $118,900
  "
"
Age: 19yr 4mth    Games: 2     Born: October 15, 1999    
","
Height: 184cm    
Weight: 73kg    
Position:
            Forward
      ","
Last Drafted: Round 3, Pick #53 ",,Ryley Stoddart,"
Supercoach Price: $136,800
  "
"
Age: 19yr 1mth    Games: 0     Born: January 23, 2000    
","
Height: 184cm    
Weight: 84kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #19 ",,Liam Stocker,"
Supercoach Price: $126,300
  "
"
Age: 25yr 11mth    Games: 43     Born: March 15, 1993    
","
Height: 190cm    
Weight: 88kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #40 ",,Thomas Stewart,"
Supercoach Price: $463,000
  "
"
Age: 24yr 11mth    Games: 45     Born: March 4, 1994    
","
Height: 198cm    
Weight: 94kg    
Position:
            Forward
      ","
Last Drafted: Round 2, Pick #27 ",,James Stewart,"
Supercoach Price: $366,200
  "
"
Age: 28yr 11mth    Games: 176     Born: March 28, 1990    
","
Height: 180cm    
Weight: 84kg    
Position:
            Midfield
      ","
Last Drafted: Round 3, Pick #42 ",,Jack Steven,"
Supercoach Price: $513,500
  "
"
Age: 20yr 1mth    Games: 26     Born: January 15, 1999    
","
Height: 188cm    
Weight: 77kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #6 ",,Jaidyn Stephenson,"
Supercoach Price: $347,400
  "
"
Age: 20yr 4mth    Games: 2     Born: October 19, 1998    
","
Height: 172cm    
Weight: 73kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #6 ",,Tyson Stengle,"
Supercoach Price: $123,900
  "
"
Age: 25yr 1mth    Games: 0     Born: January 17, 1994    
","
Height: 195cm    
Weight: 94kg    
Position:
            Defender
      ",,,Jake Stein,"
Supercoach Price: $123,900
  "
"
Age: 23yr 2mth    Games: 58     Born: December 13, 1995    
","
Height: 187cm    
Weight: 90kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #24 ",,Jack Steele,"
Supercoach Price: $512,600
  "
"
Age: 19yr 7mth    Games: 4     Born: July 24, 1999    
","
Height: 187cm    
Weight: 85kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 1, Pick #18 ",,Brandon Starcevich,"
Supercoach Price: $237,000
  "
"
Age: 28yr 3mth    Games: 115     Born: December 1, 1990    
","
Height: 200cm    
Weight: 102kg    
Position:
            Ruck
      ","
Last Drafted: Round 3, Pick #47 ",,Rhys Stanley,"
Supercoach Price: $483,500
  "
,,,,Sydney Stack,"
Supercoach Price: $102,400
  "
"
Age: 20yr 9mth    Games: 0     Born: May 12, 1998    
","
Height: 197cm    
Weight: 92kg    
Position:
            Midfield,
                Forward
      ",,,Zachary Sproule,"
Supercoach Price: $123,900
  "
"
Age: 18yr 9mth    Games: 0     Born: May 31, 2000    
","
Height: 182cm    
Weight: 82kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #27 ",,Tom Sparrow,"
Supercoach Price: $117,300
  "
"
Age: 19yr 3mth    Games: 18     Born: November 25, 1999    
","
Height: 173cm    
Weight: 71kg    
Position:
            Forward
      ","
Last Drafted: Round 2, Pick #29 ",,Charlie Spargo,"
Supercoach Price: $311,200
  "
"
Age: 22yr 10mth    Games: 8     Born: April 14, 1996    
","
Height: 204cm    
Weight: 106kg    
Position:
            Ruck
      ","
Last Drafted: Round 5, Pick #68 ",,Ivan Soldo,"
Supercoach Price: $304,000
  "
"
Age: 29yr     Games: 112     Born: February 22, 1990    
","
Height: 206cm    
Weight: 105kg    
Position:
            Ruck
      ",,,Zac Smith,"
Supercoach Price: $330,600
  "
"
Age: 28yr     Games: 6     Born: February 20, 1991    
","
Height: 192cm    
Weight: 95kg    
Position:
            Forward
      ","
Last Drafted: Round 2, Pick #25 ",,Tim Smith,"
Supercoach Price: $310,500
  "
"
Age: 22yr 5mth    Games: 12     Born: September 11, 1996    
","
Height: 181cm    
Weight: 81kg    
Position:
            Defender
      ","
Last Drafted: Round 2, Pick #25 ",,Roarke Smith,"
Supercoach Price: $247,000
  "
"
Age: 30yr 8mth    Games: 211     Born: June 12, 1988    
","
Height: 183cm    
Weight: 83kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #15 ",,Nick Smith,"
Supercoach Price: $338,200
  "
"
Age: 25yr 2mth    Games: 32     Born: January 2, 1994    
","
Height: 180cm    
Weight: 80kg    
Position:
            Forward
      ","
Last Drafted: Round 2, Pick #34 ",,Josh Smith,"
Supercoach Price: $244,300
  "
"
Age: 23yr     Games: 11     Born: February 25, 1996    
","
Height: 191cm    
Weight: 88kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #41 ",,Joel Smith,"
Supercoach Price: $266,600
  "
"
Age: 30yr 2mth    Games: 181     Born: December 30, 1988    
","
Height: 188cm    
Weight: 83kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #19 ",,Isaac Smith,"
Supercoach Price: $451,100
  "
"
Age: 18yr 5mth    Games: 0     Born: September 13, 2000    
","
Height: 188cm    
Weight: 87kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #21 ",,Ely Smith,"
Supercoach Price: $117,300
  "
"
Age: 25yr 9mth    Games: 131     Born: May 20, 1993    
","
Height: 176cm    
Weight: 77kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 1, Pick #14 ",,Devon Smith,"
Supercoach Price: $531,300
  "
"
Age: 27yr 1mth    Games: 145     Born: January 14, 1992    
","
Height: 189cm    
Weight: 90kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #14 ",,Brodie Smith,"
Supercoach Price: $332,500
  "
"
Age: 18yr 2mth    Games: 0     Born: December 7, 2000    
","
Height: 185cm    
Weight: 80kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #7 ",,Bailey Smith,"
Supercoach Price: $180,300
  "
"
Age: 23yr 7mth    Games: 9     Born: July 19, 1995    
","
Height: 202cm    
Weight: 105kg    
Position:
            Ruck
      ","
Last Drafted: Round 3, Pick #69 ",,Archie Smith,"
Supercoach Price: $172,300
  "
"
Age: 28yr 11mth    Games: 177     Born: March 17, 1990    
","
Height: 182cm    
Weight: 83kg    
Position:
            Midfield
      ","
Last Drafted: Round 3, Pick #44 ",,Rory Sloane,"
Supercoach Price: $524,300
  "
"
Age: 21yr 8mth    Games: 1     Born: June 29, 1997    
","
Height: 198cm    
Weight: 96kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #47 ",,Sam Skinner,"
Supercoach Price: $168,300
  "
"
Age: 24yr     Games: 64     Born: February 12, 1995    
","
Height: 180cm    
Weight: 82kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #1 ",,Jack Sinclair,"
Supercoach Price: $422,600
  "
"
Age: 29yr 5mth    Games: 87     Born: September 23, 1989    
","
Height: 200cm    
Weight: 96kg    
Position:
            Ruck
      ","
Last Drafted: Round 2, Pick #12 ",,Callum Sinclair,"
Supercoach Price: $528,000
  "
"
Age: 20yr 8mth    Games: 6     Born: June 14, 1998    
","
Height: 180cm    
Weight: 74kg    
Position:
            Midfield
      ","
Last Drafted: Round 3, Pick #53 ",,Sam Simpson,"
Supercoach Price: $152,000
  "
"
Age: 34yr 9mth    Games: 307     Born: May 5, 1984    
","
Height: 181cm    
Weight: 76kg    
Position:
            Defender
      ","
Last Drafted: Round 4, Pick #45 ",,Kade Simpson,"
Supercoach Price: $570,300
  "
"
Age: 30yr     Games: 39     Born: February 17, 1989    
","
Height: 210cm    
Weight: 109kg    
Position:
            Ruck
      ","
Last Drafted: Round 2, Pick #34 ",,Dawson Simpson,"
Supercoach Price: $473,500
  "
"
Age: 20yr 11mth    Games: 35     Born: March 5, 1998    
","
Height: 182cm    
Weight: 75kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #12 ",,Jy Simpkin,"
Supercoach Price: $358,300
  "
"
Age: 21yr 2mth    Games: 43     Born: December 17, 1997    
","
Height: 191cm    
Weight: 89kg    
Position:
            Defender,
                Forward
      ","
Last Drafted: Round 4, Pick #53 ",,Jack Silvagni,"
Supercoach Price: $254,400
  "
"
Age: 18yr 9mth    Games: 0     Born: May 7, 2000    
","
Height: 196cm    
Weight: 86kg    
Position:
            Defender,
                Forward
      ","
Last Drafted: Round 5, Pick #70 ",,Ben Silvagni,"
Supercoach Price: $117,300
  "
"
Age: 21yr 2mth    Games: 12     Born: December 12, 1997    
","
Height: 191cm    
Weight: 88kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #32 ",,Brayden Sier,"
Supercoach Price: $435,000
  "
"
Age: 28yr 2mth    Games: 211     Born: January 2, 1991    
","
Height: 184cm    
Weight: 86kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #11 ",,Steele Sidebottom,"
Supercoach Price: $551,700
  "
"
Age: 24yr 1mth    Games: 60     Born: January 6, 1995    
","
Height: 186cm    
Weight: 85kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #56 ",,James Sicily,"
Supercoach Price: $570,400
  "
"
Age: 28yr 9mth    Games: 177     Born: June 2, 1990    
","
Height: 183cm    
Weight: 90kg    
Position:
            Midfield
      ","
Last Drafted: Priority Pick #18 ",,Luke Shuey,"
Supercoach Price: $492,700
  "
"
Age: 23yr 1mth    Games: 56     Born: January 24, 1996    
","
Height: 178cm    
Weight: 75kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #11 ",,Jayden Short,"
Supercoach Price: $465,600
  "
"
Age: 18yr 11mth    Games: 0     Born: March 7, 2000    
","
Height: 185cm    
Weight: 77kg    
Position:
            Defender
      ","
Last Drafted: Round 4, Pick #64 ",,Lachlan Sholl,"
Supercoach Price: $117,300
  "
"
Age: 19yr 8mth    Games: 2     Born: June 25, 1999    
","
Height: 188cm    
Weight: 95kg    
Position:
            Midfield
      ","
Last Drafted: Round 4, Pick #64 ",,Nicholas Shipley,"
Supercoach Price: $130,300
  "
"
Age: 27yr 10mth    Games: 186     Born: April 29, 1991    
","
Height: 183cm    
Weight: 84kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #34 ",,Liam Shiels,"
Supercoach Price: $498,600
  "
"
Age: 25yr 11mth    Games: 135     Born: March 9, 1993    
","
Height: 182cm    
Weight: 82kg    
Position:
            Midfield
      ",,,Dylan Shiel,"
Supercoach Price: $487,000
  "
"
Age: 25yr 4mth    Games: 81     Born: October 28, 1993    
","
Height: 187cm    
Weight: 82kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #16 ",,Thomas Sheridan,"
Supercoach Price: $382,500
  "
"
Age: 27yr 9mth    Games: 154     Born: May 23, 1991    
","
Height: 187cm    
Weight: 85kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #7 ",,Bradley Sheppard,"
Supercoach Price: $418,700
  "
"
Age: 23yr 10mth    Games: 78     Born: April 10, 1995    
","
Height: 185cm    
Weight: 87kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #11 ",,Dominic Sheed,"
Supercoach Price: $394,100
  "
"
Age: 33yr 3mth    Games: 282     Born: November 27, 1985    
","
Height: 183cm    
Weight: 86kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #48 ",,Heath Shaw,"
Supercoach Price: $492,400
  "
"
Age: 25yr 3mth    Games: 97     Born: December 3, 1993    
","
Height: 186cm    
Weight: 84kg    
Position:
            Forward
      ","
Last Drafted: Round 6, Pick #88 ",,Alex Sexton,"
Supercoach Price: $329,700
  "
"
Age: 21yr     Games: 2     Born: February 5, 1998    
","
Height: 190cm    
Weight: 87kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 1, Pick #5 ",,Will Setterfield,"
Supercoach Price: $144,900
  "
"
Age: 28yr 11mth    Games: 167     Born: March 27, 1990    
","
Height: 186cm    
Weight: 88kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #22 ",,Scott Selwood,"
Supercoach Price: $382,700
  "
"
Age: 30yr 9mth    Games: 272     Born: May 26, 1988    
","
Height: 183cm    
Weight: 84kg    
Position:
            Midfield
      ","
Last Drafted: Round 1, Pick #7 ",,Joel Selwood,"
Supercoach Price: $570,500
  "
"
Age: 27yr 1mth    Games: 88     Born: January 22, 1992    
","
Height: 189cm    
Weight: 87kg    
Position:
            Midfield
      ","
Last Drafted: Round 4, Pick #76 ",,Paul Seedsman,"
Supercoach Price: $440,000
  "
"
Age: 27yr 9mth    Games: 152     Born: May 15, 1991    
","
Height: 181cm    
Weight: 80kg    
Position:
            Midfield
      ","
Last Drafted: Priority Pick #1 ",,Tom Scully,"
Supercoach Price: $334,900
  "
"
Age: 20yr 5mth    Games: 4     Born: September 4, 1998    
","
Height: 193cm    
Weight: 88kg    
Position:
            Defender
      ","
Last Drafted: Round 1, Pick #7 ",,Jack Scrimshaw,"
Supercoach Price: $149,800
  "
"
Age: 18yr 7mth    Games: 0     Born: July 9, 2000    
","
Height: 186cm    
Weight: 74kg    
Position:
            Midfield
      ","
Last Drafted: Round 3, Pick #49 ",,Bailey Scott,"
Supercoach Price: $117,300
  "
"
Age: 19yr 11mth    Games: 0     Born: March 16, 1999    
","
Height: 190cm    
Weight: 84kg    
Position:
            Defender
      ","
Last Drafted: Round 4, Pick #70 ",,Angus Schumacher,"
Supercoach Price: $123,900
  "
"
Age: 21yr 3mth    Games: 0     Born: November 30, 1997    
","
Height: 178cm    
Weight: 79kg    
Position:
            Forward
      ","
Last Drafted: Round 4, Pick #57 ",,Lachlan Schultz,"
Supercoach Price: $117,300
  "
"
Age: 30yr 1mth    Games: 176     Born: January 24, 1989    
","
Height: 196cm    
Weight: 92kg    
Position:
            Defender
      ","
Last Drafted: Round 3, Pick #50 ",,Will Schofield,"
Supercoach Price: $253,500
  "
"
Age: 28yr 3mth    Games: 121     Born: November 8, 1990    
","
Height: 195cm    
Weight: 94kg    
Position:
            Forward
      ","
Last Drafted: Round 1, Pick #16 ",,Ryan Schoenmakers,"
Supercoach Price: $261,200
  "
"
Age: 21yr 8mth    Games: 14     Born: July 3, 1997    
","
Height: 186cm    
Weight: 84kg    
Position:
            Midfield
      ","
Last Drafted: Round 2, Pick #34 ",,Joshua Schoenfeld,"
Supercoach Price: $258,100
  "
"
Age: 18yr 5mth    Games: 0     Born: September 25, 2000    
","
Height: 195cm    
Weight: 90kg    
Position:
            Forward,
                Ruck
      ",,,Blake Schlensog,"
Supercoach Price: $102,400
  "
"
Age: 20yr 6mth    Games: 10     Born: August 31, 1998    
","
Height: 184cm    
Weight: 85kg    
Position:
            Midfield,
                Forward
      ","
Last Drafted: Round 3, Pick #36 ",,Bradley Scheer,"
Supercoach Price: $294,800
  "
